City_ID,City,Country,Lat,Lng,Max Temp,Cloudiness,Wind Speed,Current Description
365,Chernyshevskiy,RU,63.0128,112.4714,63.77,100,5.37,overcast clouds
366,Vallenar,CL,-28.5708,-70.7581,65.52,0,0.81,clear sky
367,Luganville,VU,-15.5333,167.1667,74.61,98,5.17,overcast clouds
368,Bethel,US,41.3712,-73.414,49.57,100,1.01,light rain
369,Mengcheng,CN,33.2579,116.5655,85.57,100,7.45,overcast clouds
370,Vestmannaeyjar,IS,63.4427,-20.2734,45.03,3,14.47,clear sky
371,Tateyama,JP,34.9833,139.8667,75.15,0,9.37,clear sky
372,Lopukhiv,UA,48.3653,23.9638,45.9,100,3.27,overcast clouds
373,Fukue,JP,32.6881,128.8419,73.76,0,5.75,clear sky
374,San Cristobal,VE,7.7669,-72.225,73.58,63,2.57,broken clouds
375,Sylva,RU,58.0348,56.7635,43.97,100,9.28,overcast clouds
376,Huron,US,41.1501,-82.5499,62.06,0,4.32,clear sky
377,Ibra,OM,22.6906,58.5334,79.57,100,0.45,overcast clouds
378,Rio Grande,BR,-32.035,-52.0986,46.51,0,8.72,clear sky
379,Narsaq,GL,60.9167,-46.05,46.62,7,1.52,clear sky
380,Amapa,BR,1.0,-52.0,72.16,65,1.66,broken clouds
381,Tezu,IN,27.9167,96.1667,76.17,94,1.3,overcast clouds
382,Maceio,BR,-9.6658,-35.7353,76.44,75,7.31,light rain
383,Romanovo,RU,52.6182,81.2271,63.54,7,8.14,clear sky
384,Karia,NG,11.7306,11.1629,85.15,0,5.44,clear sky
385,Key Largo,US,25.0865,-80.4473,82.0,22,9.26,few clouds
386,Volnoye,UA,47.6365,34.8139,59.32,100,4.7,overcast clouds
387,Salinopolis,BR,-0.6136,-47.3561,79.11,20,9.46,few clouds
388,Maldonado,UY,-34.6667,-54.9167,44.22,19,6.35,few clouds
389,Palmer,US,42.1584,-72.3287,48.47,90,1.01,overcast clouds
390,Tazovskiy,RU,67.4667,78.7,36.91,100,15.66,overcast clouds
391,Aden,YE,12.7794,45.0367,87.55,0,12.5,clear sky
392,Bilma,NE,18.6853,12.9164,88.14,85,7.2,overcast clouds
393,Caravelas,BR,-17.7125,-39.2481,74.57,5,6.17,clear sky
394,Atyrau,KZ,47.1167,51.8833,66.22,40,8.95,scattered clouds
395,Southbridge,US,42.0751,-72.0334,47.93,100,10.71,overcast clouds
396,Rosarito,MX,32.3333,-117.0333,73.94,27,6.62,scattered clouds
397,Ixtapa,MX,20.7,-105.2,81.63,1,8.05,clear sky
398,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,59.9,100,6.44,overcast clouds
399,Banos,EC,-1.4,-78.4167,60.13,100,1.72,light rain
400,Rajula,IN,21.05,71.4333,80.78,9,9.33,clear sky
401,Huilong,CN,31.8111,121.655,77.04,100,13.18,overcast clouds
402,San Rafael,AR,-34.6177,-68.3301,55.2,47,6.87,scattered clouds
403,Primorsk,UA,46.7348,36.3443,64.18,100,5.95,overcast clouds
404,Chapais,CA,49.7834,-74.8492,64.18,7,5.03,clear sky
405,Pedernales,DO,18.0384,-71.744,80.47,3,8.16,clear sky
406,Sidi Ali,DZ,36.0998,0.4206,71.67,100,4.14,overcast clouds
407,Vardo,NO,70.3705,31.1107,41.2,100,16.15,overcast clouds
408,Nouadhibou,MR,20.931,-17.0347,67.98,47,17.27,scattered clouds
409,Hervey Bay,AU,-25.2986,152.8535,68.11,42,5.99,scattered clouds
410,Killorglin,IE,52.1,-9.7833,49.98,100,5.14,overcast clouds
411,Mizdah,LY,31.4451,12.9801,66.54,95,7.14,overcast clouds
412,Maymyo,MM,22.0333,96.4667,72.64,87,2.75,overcast clouds
413,Trairi,BR,-3.2778,-39.2689,77.45,4,8.7,clear sky
414,Pemangkat,ID,1.1667,108.9667,82.51,84,3.29,broken clouds
415,Yar-Sale,RU,66.8333,70.8333,38.08,11,14.41,few clouds
416,Amarante Do Maranhao,BR,-5.5667,-46.7422,73.08,0,2.33,clear sky
417,Walvis Bay,NA,-22.9575,14.5053,55.09,61,8.41,broken clouds
418,Sorong,ID,-0.8833,131.25,78.46,100,8.23,overcast clouds
419,Susanville,US,40.4163,-120.653,88.0,1,5.75,clear sky
420,Karratha,AU,-20.7377,116.8463,71.24,3,13.51,clear sky
421,Krasnyy Chikoy,RU,50.3643,108.7512,44.53,76,8.34,broken clouds
422,Tual,ID,-5.6667,132.75,81.52,100,19.28,overcast clouds
423,Marsa Matruh,EG,31.3525,27.2453,70.54,0,13.85,clear sky
424,Komsomolskiy,UZ,40.4272,71.7189,71.02,1,6.91,clear sky
425,Qui Nhon,VN,13.7667,109.2333,88.38,6,3.15,clear sky
426,Bandiagara,ML,14.3501,-3.6104,90.03,17,3.67,few clouds
427,Ekibastuz,KZ,51.6667,75.3667,68.4,100,13.22,overcast clouds
428,Bukama,CD,-9.2,25.85,60.62,4,3.44,clear sky
429,Mvomero,TZ,-6.25,38.6667,68.14,16,3.83,few clouds
430,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.63,18,13.78,few clouds
431,Buala,SB,-8.145,159.5921,84.81,98,6.71,overcast clouds
432,Nalut,LY,30.3333,10.85,77.7,9,11.63,clear sky
433,Great Yarmouth,GB,52.6083,1.7305,49.01,0,9.73,clear sky
434,Gweta,BW,-20.1833,25.2333,59.77,60,6.6,broken clouds
435,Hvide Sande,DK,56.0045,8.1294,47.68,0,5.79,clear sky
436,Saint Anthony,US,45.0205,-93.218,63.82,75,3.0,broken clouds
437,Kavieng,PG,-2.5744,150.7967,83.1,82,12.33,moderate rain
438,Kushima,JP,31.4583,131.2333,78.31,0,6.55,clear sky
439,Delijan,IR,33.9905,50.6838,75.7,0,3.04,clear sky
440,Faya,SA,18.3851,42.4509,68.11,0,5.08,clear sky
441,Gohana,IN,29.1333,76.7,87.46,0,5.17,clear sky
442,Tomatlan,MX,19.9333,-105.25,85.64,44,7.49,scattered clouds
443,Chalchuapa,SV,13.9867,-89.6811,70.63,90,2.08,light rain
444,Vila,PT,42.0304,-8.1588,57.33,0,2.86,clear sky
445,The Valley,AI,18.217,-63.0578,81.1,0,16.42,clear sky
446,Gunupur,IN,19.0833,83.8167,84.36,72,1.45,broken clouds
447,Hua Hin,TH,12.5707,99.9588,82.42,20,3.44,few clouds
448,Richards Bay,ZA,-28.783,32.0377,62.22,100,2.35,overcast clouds
449,Berasia,IN,23.6333,77.4333,77.45,52,15.7,broken clouds
450,Oktyabrskoye,RU,43.0645,44.7417,51.94,0,4.61,clear sky
451,Haflong,IN,25.1833,93.0333,77.2,34,3.53,scattered clouds
452,Kaabong,UG,3.4836,34.1492,63.16,59,7.11,broken clouds
453,Kiunga,PG,-6.1219,141.2906,79.18,100,4.81,overcast clouds
454,Eseka,CM,3.65,10.7667,73.69,99,0.94,light rain
455,Paamiut,GL,61.994,-49.6678,35.22,95,13.58,overcast clouds
456,San Policarpo,PH,12.1791,125.5072,83.34,100,2.62,overcast clouds
457,Payson,US,40.0444,-111.7321,81.0,40,9.64,scattered clouds
458,Kresttsy,RU,58.2452,32.5165,34.79,6,4.09,clear sky
459,Oeiras,BR,-7.0253,-42.1311,73.62,51,5.03,broken clouds
460,Prince Rupert,CA,54.3161,-130.3201,57.29,90,8.05,overcast clouds
461,Rio Gallegos,AR,-51.6226,-69.2181,33.85,0,8.05,clear sky
462,Rapid Valley,US,44.0625,-103.1463,71.19,90,1.99,overcast clouds
463,Barbacoas,CO,1.6715,-78.1398,76.3,98,2.21,light rain
464,Samarai,PG,-10.6167,150.6667,80.46,76,15.99,broken clouds
465,Dibrugarh,IN,27.4833,94.9,75.25,90,3.4,overcast clouds
466,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,46.99,40,7.81,scattered clouds
467,Tshikapa,CD,-6.4167,20.8,67.66,56,2.33,broken clouds
468,Waipawa,NZ,-41.4122,175.5153,48.04,100,14.47,overcast clouds
469,Eydhafushi,MV,5.1033,73.0708,82.99,100,19.37,overcast clouds
470,Uvarovka,RU,55.5278,35.6061,36.52,95,5.5,overcast clouds
471,Ponta Delgada,PT,37.7333,-25.6667,61.52,40,5.75,scattered clouds
472,Lorengau,PG,-2.0226,147.2712,82.65,100,10.69,overcast clouds
473,Mineral Wells,US,32.8085,-98.1128,74.32,40,10.36,scattered clouds
474,Grand-Lahou,CI,5.1367,-5.0242,79.65,99,7.16,light rain
475,Opuwo,NA,-18.0607,13.84,59.81,100,3.96,overcast clouds
476,Clyde River,CA,70.4692,-68.5914,25.03,90,8.05,overcast clouds
477,Pacific Grove,US,36.6177,-121.9166,90.16,1,1.01,clear sky
478,Svetlaya,RU,46.5389,138.3297,50.11,39,9.19,scattered clouds
479,Sharjah,AE,25.3573,55.4033,87.8,0,6.91,clear sky
480,Half Moon Bay,US,37.4636,-122.4286,93.02,1,12.66,clear sky
481,Vilcun,CL,-38.65,-72.2333,50.74,100,7.87,overcast clouds
482,Wright,US,45.1833,-93.9502,66.2,40,5.01,scattered clouds
483,Teeli,RU,51.0333,90.2333,52.92,3,1.36,clear sky
484,Salym,RU,60.0625,71.4789,59.41,100,7.87,overcast clouds
485,Mamallapuram,IN,12.6264,80.1722,84.06,81,6.24,broken clouds
486,Coffs Harbour,AU,-30.3,153.1333,66.16,14,12.66,few clouds
487,Pinas,EC,-3.6667,-79.65,67.75,99,0.31,light rain
488,Husavik,IS,66.0449,-17.3389,49.91,77,10.76,broken clouds
489,Meadow Lake,US,34.8014,-106.5436,76.44,35,12.75,scattered clouds
490,Kidal,ML,18.4411,1.4078,90.99,80,5.79,broken clouds
491,Henties Bay,NA,-22.116,14.2845,54.86,2,7.9,clear sky
492,Bonfim,BR,3.0833,-59.95,74.57,100,2.95,overcast clouds
493,Isiro,CD,2.7739,27.616,67.41,46,2.35,scattered clouds
494,Lata,PT,40.1629,-8.3327,64.72,12,1.36,few clouds
495,Grindavik,IS,63.8424,-22.4338,44.56,20,19.04,few clouds
496,San Ramon,US,37.7799,-121.978,97.48,1,8.01,clear sky
497,Quatre Cocos,MU,-20.2078,57.7625,72.09,39,9.91,scattered clouds
498,Banda Aceh,ID,5.5577,95.3222,82.18,89,12.12,overcast clouds
499,Augustow,PL,53.8432,22.9798,41.85,16,7.09,few clouds
500,Manokwari,ID,-0.8667,134.0833,82.9,100,6.08,overcast clouds
501,Bijar,IR,35.8668,47.6051,55.81,0,5.73,clear sky
502,Semikarakorsk,RU,47.5194,40.8112,58.01,13,5.64,few clouds
503,Fairmont,US,39.4851,-80.1426,56.32,92,4.36,overcast clouds
504,Buraydah,SA,26.326,43.975,91.85,15,10.4,few clouds
505,Kota Kinabalu,MY,5.9749,116.0724,84.18,20,5.75,few clouds
506,Sawang Daen Din,TH,17.4753,103.4575,83.17,72,9.35,broken clouds
507,Kununurra,AU,-15.7667,128.7333,76.98,46,9.22,scattered clouds
508,Cabedelo,BR,-6.9811,-34.8339,75.87,26,7.4,scattered clouds
509,Caxias Do Sul,BR,-29.1681,-51.1794,41.49,29,0.98,scattered clouds
510,Liverpool,GB,53.4106,-2.9779,56.61,9,1.01,clear sky
511,Aksarka,RU,66.5606,67.7975,38.17,6,13.27,clear sky
512,Wuning,CN,29.2589,120.2311,78.13,23,3.83,few clouds
513,Punta Alta,AR,-38.8759,-62.0736,53.91,88,22.97,overcast clouds
514,Belmonte,BR,-15.8631,-38.8828,77.5,6,5.61,clear sky
515,Hobyo,SO,5.3505,48.5268,78.46,100,19.75,overcast clouds
516,Rawah,IQ,34.4816,41.9093,79.93,71,6.67,broken clouds
517,Havelock,US,34.8791,-76.9013,59.95,90,3.0,overcast clouds
518,Tairua,NZ,-37.0167,175.85,56.08,97,9.24,light rain
519,Mahdasht,IR,35.7299,50.8111,77.22,0,6.91,clear sky
520,Sechura,PE,-5.5569,-80.8222,70.07,14,16.13,few clouds
521,Nankana Sahib,PK,31.4475,73.6972,82.65,0,4.88,clear sky
522,Marfino,RU,55.7028,37.3822,49.08,0,8.14,clear sky
523,Masterton,NZ,-40.9597,175.6575,54.19,99,3.22,overcast clouds
524,Lokoja,NG,7.8024,6.743,78.6,100,6.44,overcast clouds
525,Jamame,SO,0.0722,42.7506,76.53,61,10.25,broken clouds
526,Shar,KZ,49.5886,81.0453,60.08,46,2.39,scattered clouds
527,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,54.91,0,5.57,clear sky
528,Marand,IR,38.4329,45.7749,62.94,0,4.92,clear sky
529,Ust-Maya,RU,60.4167,134.5333,62.85,100,6.24,overcast clouds
530,Kosh-Agach,RU,50.0,88.6667,48.29,3,2.68,clear sky
531,Verkhnevilyuysk,RU,63.4453,120.3167,65.7,5,7.56,clear sky
532,Kosino,RU,58.4127,51.2782,37.17,99,9.19,overcast clouds
533,Hanzhong,CN,33.0728,107.0303,76.64,31,1.45,scattered clouds
534,Grand Gaube,MU,-20.0064,57.6608,72.37,20,3.0,few clouds
535,Clarence Town,AU,-32.5833,151.7833,62.62,68,4.05,broken clouds
536,Atar,MR,20.5169,-13.0499,88.97,11,3.31,few clouds
537,Sterling,US,39.0062,-77.4286,54.48,100,1.99,overcast clouds
538,Homer,US,59.6425,-151.5483,61.09,75,6.91,broken clouds
539,Swan Hill,AU,-35.3378,143.5544,56.3,3,7.94,clear sky
540,Mbanza-Ngungu,CD,-5.25,14.8667,68.58,100,4.16,overcast clouds
541,Bowen,AU,-20.0167,148.2333,71.82,100,20.04,overcast clouds
542,Bosobolo,CD,4.1833,19.9,71.33,90,0.31,moderate rain
543,San Antonio,US,29.4241,-98.4936,80.01,1,12.66,clear sky
544,Ballina,AU,-28.8667,153.5667,62.78,90,11.5,overcast clouds
545,Lima,PE,-12.0432,-77.0282,63.14,90,10.36,overcast clouds
546,Cimahi,ID,-6.8722,107.5425,73.99,79,0.98,broken clouds
547,Dasoguz,TM,41.8363,59.9666,80.55,0,7.54,clear sky
548,Tolu,CO,9.5239,-75.5814,79.14,14,7.7,few clouds
549,Rawson,AR,-43.3002,-65.1023,55.0,100,30.58,overcast clouds
550,Bom Jardim,BR,-7.7958,-35.5872,75.54,100,3.96,overcast clouds
551,Canberra,AU,-35.2835,149.1281,52.45,0,4.61,clear sky
552,Yokadouma,CM,3.5167,15.05,70.21,95,2.01,overcast clouds
553,Antalaha,MG,-14.9003,50.2788,70.7,67,4.0,light rain
554,Ahuimanu,US,21.4447,-157.8378,86.94,1,11.5,clear sky
555,Chara,RU,56.9064,118.2631,49.46,100,3.98,overcast clouds
556,Bjornevatn,NO,69.6672,29.9847,43.14,75,13.8,broken clouds
557,Zhigansk,RU,66.7697,123.3711,55.27,0,11.41,clear sky
558,Wanning,CN,18.8003,110.3967,88.79,72,11.54,broken clouds
559,Kommunisticheskiy,RU,61.6789,64.4819,42.39,100,7.52,overcast clouds
560,Jumla,NP,29.2747,82.1838,59.95,85,1.23,overcast clouds
561,Cavaillon,FR,43.8312,5.0359,62.11,0,3.18,clear sky
562,Chlorakas,CY,34.8042,32.4083,68.88,20,3.15,few clouds
563,Marinette,US,45.1,-87.6307,60.89,90,9.22,overcast clouds
564,Kieta,PG,-6.2167,155.6333,85.69,27,5.44,scattered clouds
565,Amahai,ID,-3.3333,128.9167,80.55,88,3.85,overcast clouds
566,Galle,LK,6.0367,80.217,80.85,100,16.15,overcast clouds
567,Buchanan,LR,5.8808,-10.0467,75.16,98,5.57,heavy intensity rain
568,Goderich,CA,43.7501,-81.7165,55.72,37,4.61,scattered clouds
569,Pombas,CV,17.1503,-25.0201,71.38,42,11.99,scattered clouds
570,Benguela,AO,-12.5763,13.4055,72.61,0,4.41,clear sky
571,Santa Maria,BR,-29.6842,-53.8069,42.1,0,1.99,clear sky
572,Baruun-Urt,MN,46.6806,113.2792,39.07,100,12.73,overcast clouds
573,Eyl,SO,7.9803,49.8164,78.24,100,17.52,overcast clouds
574,Tura,IN,25.5198,90.2201,76.17,19,4.72,few clouds
575,Tchibanga,GA,-2.85,11.0333,71.08,100,1.23,light rain
576,Yumen,CN,40.2833,97.2,59.92,0,12.66,clear sky
577,Jaipur,IN,26.9167,75.8167,84.2,75,3.44,haze
578,Kamenka,RU,51.3223,42.7678,53.67,100,10.09,overcast clouds
579,Pativilca,PE,-10.7,-77.7833,64.87,100,6.55,overcast clouds
580,Susangerd,IR,31.5608,48.1831,89.62,1,10.0,clear sky
581,Khandyga,RU,62.6667,135.6,51.69,100,6.51,light rain
582,Sarangani,PH,5.4033,125.4636,80.44,100,13.53,overcast clouds
583,Shimoda,JP,34.6667,138.95,70.11,0,11.68,clear sky
584,Vitim,RU,59.4511,112.5578,41.31,100,6.6,overcast clouds
585,Lagoa,PT,39.05,-27.9833,62.42,100,9.84,overcast clouds
586,Kantang,TH,7.4054,99.5156,78.89,40,1.54,scattered clouds
587,Kropotkin,RU,45.4375,40.5756,56.66,6,6.17,clear sky
588,Zaysan,KZ,47.4667,84.8667,67.53,0,4.23,clear sky
589,Iranshahr,IR,27.2025,60.6848,82.74,0,0.0,clear sky
590,Tsogni,GA,-2.7942,10.0988,75.04,31,5.93,scattered clouds
591,Okhotsk,RU,59.3833,143.3,43.25,81,8.01,broken clouds
592,Iskateley,RU,67.6803,53.1512,34.66,64,13.85,broken clouds
593,Nexo,DK,55.0607,15.1306,42.89,0,0.96,clear sky
594,Znamenskoye,RU,57.1281,73.8282,62.62,22,8.88,few clouds
595,Alasehir,TR,38.3508,28.5172,63.48,100,1.95,overcast clouds
596,Hereford,GB,52.0568,-2.7148,52.95,90,2.86,overcast clouds
597,Lexington,US,37.9887,-84.4777,60.42,90,1.01,overcast clouds
598,Wakkanai,JP,45.4094,141.6739,48.18,20,10.36,few clouds
599,Pathein,MM,16.7833,94.7333,82.56,93,4.07,overcast clouds
600,Yulara,AU,-25.2406,130.9889,57.04,90,4.61,overcast clouds
601,Toamasina,MG,-18.1667,49.3833,69.8,40,2.3,scattered clouds
602,Herat,AF,34.5,62.0,75.92,0,8.72,clear sky
603,Kinston,US,35.2627,-77.5816,59.45,90,0.0,overcast clouds
604,Sola,VU,-13.8833,167.55,77.67,90,6.91,overcast clouds
605,Skelleftea,SE,64.7507,20.9528,57.56,20,1.01,few clouds
606,Vostok,RU,46.4856,135.8833,46.76,100,2.55,overcast clouds
607,Erzin,TR,36.9559,36.2,67.01,1,2.35,clear sky
608,Karasburg,NA,-28.0167,18.75,52.86,0,11.45,clear sky
609,Clonakilty,IE,51.6231,-8.8706,51.1,100,4.32,overcast clouds
610,Kahului,US,20.8947,-156.47,83.46,20,12.66,few clouds
611,Srandakan,ID,-7.9386,110.2506,62.73,99,3.67,overcast clouds
612,Kuytun,RU,54.3419,101.5036,35.67,100,4.23,light rain
613,Agira,IT,37.6562,14.5216,59.52,4,1.3,clear sky
614,Esso,RU,55.9333,158.7,45.77,100,5.99,overcast clouds
615,La Libertad,EC,-2.2333,-80.9,71.96,99,8.59,overcast clouds
616,Nicoya,CR,10.1483,-85.452,83.75,99,4.88,overcast clouds
617,Natal,BR,-5.795,-35.2094,79.02,0,6.62,clear sky
618,Huangpu,CN,25.4433,113.1747,77.34,97,1.99,overcast clouds
619,Iralaya,HN,15.0,-83.2333,82.49,12,9.73,few clouds
620,Gijon,ES,43.5357,-5.6615,60.01,4,1.01,clear sky
621,Chanika,TZ,-5.4167,38.0167,64.6,97,4.12,overcast clouds
622,Vao,NC,-22.6667,167.4833,69.91,100,16.26,overcast clouds
623,Muroto,JP,33.2833,134.15,73.44,0,8.7,clear sky
624,Ulaanbaatar,MN,47.9077,106.8832,39.33,40,6.24,scattered clouds
625,Camacha,PT,33.0833,-16.3333,61.54,40,11.5,scattered clouds
626,Riberalta,BO,-10.9833,-66.1,74.66,84,2.21,broken clouds
627,Teahupoo,PF,-17.8333,-149.2667,76.96,94,15.03,overcast clouds
628,Kintampo,GH,8.0563,-1.7306,73.89,100,2.44,moderate rain
629,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.42,70,4.97,light rain
630,Maningrida,AU,-12.0667,134.2667,80.49,100,11.45,overcast clouds
631,Nchelenge,ZM,-9.3451,28.734,59.95,7,4.61,clear sky
632,Yerbogachen,RU,61.2767,108.0108,57.27,66,5.32,broken clouds
633,Hualmay,PE,-11.0964,-77.6139,65.01,84,8.81,broken clouds
634,Statesboro,US,32.4488,-81.7832,75.34,1,6.91,clear sky
635,Stanghelle,NO,60.5528,5.7357,48.92,5,1.05,clear sky
636,Tautira,PF,-17.7333,-149.15,82.42,100,15.35,overcast clouds
637,Nyuksenitsa,RU,60.4128,44.2397,32.05,5,2.71,clear sky
638,Tupi Paulista,BR,-21.3811,-51.5706,69.13,70,11.18,broken clouds
639,Bogorodskoye,RU,56.55,37.8833,37.49,100,7.52,overcast clouds
640,Natchitoches,US,31.7668,-93.1335,76.05,1,8.05,clear sky
641,Lovozero,RU,68.005,35.0117,42.26,89,4.27,overcast clouds
642,Nome,US,64.5011,-165.4064,55.17,75,17.27,broken clouds
643,Khani,GE,41.9563,42.9566,47.77,0,6.44,clear sky
644,Rognan,NO,67.0953,15.3878,45.88,100,2.06,overcast clouds
645,Cortland,US,42.6001,-76.083,49.23,90,5.73,overcast clouds
646,Labuhan,ID,-6.8844,112.2051,80.96,75,4.88,broken clouds
647,Port-De-Bouc,FR,43.4,4.9833,62.96,0,5.03,clear sky
648,Awjilah,LY,29.1081,21.2869,78.58,0,10.67,clear sky
649,Netanya,IL,32.3329,34.8599,71.94,0,4.21,clear sky
650,Yenagoa,NG,4.9247,6.2642,76.46,49,4.56,scattered clouds
651,Saint-Pierre,RE,-21.3393,55.4781,69.48,0,9.22,clear sky
652,San Dimas,US,34.1067,-117.8067,91.94,1,5.01,clear sky
653,Biak,ID,-0.9131,122.8766,80.47,100,5.23,overcast clouds
654,Shimoni,KE,-4.6476,39.3817,75.7,100,8.03,overcast clouds
655,Channel-Port Aux Basques,CA,47.5702,-59.1367,46.99,100,5.7,overcast clouds
656,Youkounkoun,GN,12.5333,-13.1333,83.88,100,11.72,overcast clouds
657,Jibuti,DJ,11.5,42.5,81.82,5,9.4,clear sky
658,Boddam,GB,57.4667,-1.7833,46.78,4,15.28,clear sky
659,Simpang,ID,-1.2667,104.0833,76.77,100,2.77,overcast clouds
660,Usinsk,RU,65.9939,57.5281,35.11,30,14.05,scattered clouds
661,Abu Zabad,SD,12.35,29.25,87.44,15,7.45,few clouds
662,La Ronge,CA,55.1001,-105.2842,68.25,75,5.75,broken clouds
663,Carauari,BR,-4.8828,-66.8958,74.93,75,2.35,broken clouds
664,Altamira,BR,-3.2033,-52.2064,77.88,87,1.41,overcast clouds
665,Malartic,CA,48.1335,-78.1328,66.31,5,3.74,clear sky
666,Pagudpud,PH,18.5616,120.7868,87.76,45,3.09,scattered clouds
667,Loten,NO,60.8171,11.3376,52.14,100,1.19,overcast clouds
668,Cervo,ES,43.6702,-7.4101,59.97,9,6.13,clear sky
669,Rocha,UY,-34.4833,-54.3333,41.09,93,5.82,overcast clouds
670,Honiara,SB,-9.4333,159.95,83.8,100,5.03,overcast clouds
671,Mahanoro,MG,-19.9,48.8,69.24,1,4.76,clear sky
672,Severobaykalsk,RU,55.65,109.3167,41.49,78,3.74,broken clouds
673,Yinchuan,CN,38.4681,106.2731,76.28,99,8.25,overcast clouds
674,Reyes,BO,-14.3167,-67.3833,72.52,100,2.82,overcast clouds
675,Colares,PT,38.7992,-9.4469,63.0,0,7.99,clear sky
676,Atakpame,TG,7.5333,1.1333,73.98,100,3.29,overcast clouds
677,Shiringushi,RU,53.8485,42.7676,42.6,100,11.92,overcast clouds
678,Padang,ID,-0.9492,100.3543,76.33,100,5.39,overcast clouds
679,Kudahuvadhoo,MV,2.6708,72.8944,83.66,7,20.0,clear sky
680,Chumikan,RU,54.7183,135.315,42.51,100,2.75,overcast clouds
681,Conway,US,35.0887,-92.4421,70.05,1,5.01,clear sky
682,Sisimiut,GL,66.9395,-53.6735,33.91,100,5.19,overcast clouds
683,Iksha,RU,56.1667,37.5167,49.1,100,8.95,overcast clouds
684,Mwinilunga,ZM,-11.7358,24.4293,50.68,1,2.98,clear sky
685,Kafanchan,NG,9.5833,8.3,73.09,61,2.55,broken clouds
686,Riyadh,SA,24.6877,46.7219,89.65,0,0.0,clear sky
687,Sobolevo,RU,54.4299,31.8996,39.38,98,7.4,overcast clouds
688,Verkhoturye,RU,58.8627,60.8054,43.9,100,9.71,overcast clouds
689,Freeport,US,40.6576,-73.5832,52.05,90,1.99,overcast clouds
690,College,US,64.8569,-147.8028,68.67,75,0.0,broken clouds
691,Gawler,AU,-34.6,138.7333,55.0,100,1.01,overcast clouds
692,Bintulu,MY,3.1667,113.0333,79.21,20,1.99,few clouds
693,Oron,NG,4.8256,8.2343,77.34,100,1.32,light rain
694,Kerch,UA,45.3583,36.4758,64.09,17,6.44,few clouds
